Subscribers, Delay (ms)
6 Subscribers, 233.00
6 Subscribers, 233.00
6 Subscribers, 234.00
6 Subscribers, 235.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 237.00
6 Subscribers, 237.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 287.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 266.00
6 Subscribers, 267.00
6 Subscribers, 266.00
6 Subscribers, 266.00
6 Subscribers, 266.00
6 Subscribers, 267.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 316.00
6 Subscribers, 316.00
6 Subscribers, 316.00
6 Subscribers, 316.00
6 Subscribers, 317.00
6 Subscribers, 317.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 284.00
6 Subscribers, 284.00
6 Subscribers, 284.00
6 Subscribers, 284.00
6 Subscribers, 285.00
6 Subscribers, 285.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 279.00
6 Subscribers, 280.00
6 Subscribers, 280.00
6 Subscribers, 279.00
6 Subscribers, 280.00
6 Subscribers, 280.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 236.00
6 Subscribers, 236.00
