PID, Clients, Delay (ms)
53143,16 Pubs and Subs ,13606.74
53147,16 Pubs and Subs ,13636.68
53147,16 Pubs and Subs ,13651.76
53143,16 Pubs and Subs ,13674.22
53144,16 Pubs and Subs ,13585.88
53143,16 Pubs and Subs ,13709.05
53143,16 Pubs and Subs ,13710.78
53147,16 Pubs and Subs ,13743.31
53143,16 Pubs and Subs ,13844.21
53143,16 Pubs and Subs ,13874.04
53143,16 Pubs and Subs ,13880.66
53144,16 Pubs and Subs ,13796.26
53143,16 Pubs and Subs ,13902.15
53143,16 Pubs and Subs ,13953.10
53144,16 Pubs and Subs ,13950.29
53144,16 Pubs and Subs ,13978.75
53159,16 Pubs and Subs ,12694.35
53143,16 Pubs and Subs ,14122.15
53144,16 Pubs and Subs ,14038.49
53144,16 Pubs and Subs ,14067.97
53144,16 Pubs and Subs ,14080.72
53159,16 Pubs and Subs ,12788.22
53143,16 Pubs and Subs ,14206.82
53143,16 Pubs and Subs ,14232.03
53144,16 Pubs and Subs ,14272.34
53159,16 Pubs and Subs ,12988.35
53144,16 Pubs and Subs ,14275.68
53144,16 Pubs and Subs ,14278.63
53144,16 Pubs and Subs ,14289.20
53144,16 Pubs and Subs ,14459.57
53159,16 Pubs and Subs ,13174.85
53159,16 Pubs and Subs ,13179.67
53158,16 Pubs and Subs ,13159.80
53144,16 Pubs and Subs ,14502.25
53159,16 Pubs and Subs ,13213.00
53158,16 Pubs and Subs ,13216.07
53144,16 Pubs and Subs ,14548.58
53144,16 Pubs and Subs ,14551.67
53159,16 Pubs and Subs ,13286.09
53159,16 Pubs and Subs ,13317.49
53158,16 Pubs and Subs ,13403.58
53159,16 Pubs and Subs ,13443.04
53159,16 Pubs and Subs ,13417.97
53159,16 Pubs and Subs ,13478.93
53159,16 Pubs and Subs ,13484.20
53158,16 Pubs and Subs ,13674.37
53158,16 Pubs and Subs ,13721.28
53161,16 Pubs and Subs ,13543.73
53161,16 Pubs and Subs ,13568.41
53159,16 Pubs and Subs ,13767.35
53158,16 Pubs and Subs ,13803.19
53158,16 Pubs and Subs ,13835.45
53158,16 Pubs and Subs ,13889.43
53159,16 Pubs and Subs ,13896.86
53159,16 Pubs and Subs ,13965.82
53159,16 Pubs and Subs ,13973.79
53158,16 Pubs and Subs ,14033.22
53158,16 Pubs and Subs ,14028.33
53161,16 Pubs and Subs ,13836.69
53158,16 Pubs and Subs ,14112.62
53158,16 Pubs and Subs ,14147.86
53161,16 Pubs and Subs ,14023.28
53161,16 Pubs and Subs ,14044.49
53162,16 Pubs and Subs ,13989.91
53158,16 Pubs and Subs ,14308.83
53162,16 Pubs and Subs ,14029.70
53161,16 Pubs and Subs ,14128.46
53161,16 Pubs and Subs ,14169.11
53161,16 Pubs and Subs ,14206.07
53158,16 Pubs and Subs ,14468.24
53158,16 Pubs and Subs ,14502.36
53158,16 Pubs and Subs ,14527.81
53161,16 Pubs and Subs ,14332.96
53161,16 Pubs and Subs ,14352.88
53162,16 Pubs and Subs ,14302.30
53161,16 Pubs and Subs ,14417.94
53161,16 Pubs and Subs ,14406.65
53161,16 Pubs and Subs ,14495.20
53162,16 Pubs and Subs ,14460.45
53162,16 Pubs and Subs ,14472.84
53163,16 Pubs and Subs ,14452.01
53163,16 Pubs and Subs ,14464.62
53162,16 Pubs and Subs ,14559.21
53162,16 Pubs and Subs ,14602.77
53162,16 Pubs and Subs ,14680.33
53161,16 Pubs and Subs ,14803.84
53161,16 Pubs and Subs ,14815.15
53161,16 Pubs and Subs ,14791.17
53162,16 Pubs and Subs ,14756.34
53162,16 Pubs and Subs ,14787.63
53163,16 Pubs and Subs ,14720.23
53162,16 Pubs and Subs ,14817.54
53162,16 Pubs and Subs ,14855.55
53162,16 Pubs and Subs ,14864.08
53163,16 Pubs and Subs ,14868.81
53162,16 Pubs and Subs ,15004.05
53163,16 Pubs and Subs ,14885.30
53165,16 Pubs and Subs ,14829.74
53165,16 Pubs and Subs ,14880.02
53163,16 Pubs and Subs ,14982.64
53163,16 Pubs and Subs ,15008.88
53162,16 Pubs and Subs ,15134.63
53162,16 Pubs and Subs ,15208.70
53163,16 Pubs and Subs ,15186.56
53163,16 Pubs and Subs ,15197.72
53163,16 Pubs and Subs ,15207.27
53163,16 Pubs and Subs ,15239.33
53165,16 Pubs and Subs ,15184.29
53163,16 Pubs and Subs ,15276.97
53163,16 Pubs and Subs ,15290.16
53163,16 Pubs and Subs ,15277.27
53165,16 Pubs and Subs ,15322.20
53165,16 Pubs and Subs ,15331.89
53168,16 Pubs and Subs ,15382.01
53168,16 Pubs and Subs ,15404.76
53165,16 Pubs and Subs ,15393.63
53165,16 Pubs and Subs ,15457.69
53163,16 Pubs and Subs ,15610.74
53163,16 Pubs and Subs ,15622.64
53165,16 Pubs and Subs ,15611.45
53165,16 Pubs and Subs ,15613.81
53165,16 Pubs and Subs ,15618.35
53165,16 Pubs and Subs ,15643.26
53168,16 Pubs and Subs ,15689.49
53165,16 Pubs and Subs ,15683.39
53165,16 Pubs and Subs ,15734.04
53165,16 Pubs and Subs ,15741.15
53168,16 Pubs and Subs ,15813.62
53168,16 Pubs and Subs ,15815.43
,16 Pubs and Subs ,15826.74
53168,16 Pubs and Subs ,15876.86
,16 Pubs and Subs ,15845.37
53168,16 Pubs and Subs ,15989.48
