Subscribers,Delay (ms)
6 Subscribers,1934.62
6 Subscribers,1927.99
6 Subscribers,1917.31
6 Subscribers,1910.21
6 Subscribers,1906.05
6 Subscribers,1905.28
6 Subscribers,1904.03
6 Subscribers,1903.66
6 Subscribers,1897.97
6 Subscribers,1890.31
6 Subscribers,1889.03
6 Subscribers,1882.64
6 Subscribers,1881.69
6 Subscribers,1879.77
6 Subscribers,1876.44
6 Subscribers,1875.08
6 Subscribers,1871.04
6 Subscribers,1869.44
6 Subscribers,1868.61
6 Subscribers,1862.92
6 Subscribers,1861.66
6 Subscribers,1854.02
6 Subscribers,1851.25
6 Subscribers,1851.17
6 Subscribers,1849.40
6 Subscribers,1849.34
6 Subscribers,1848.22
6 Subscribers,1847.93
6 Subscribers,1845.27
6 Subscribers,1844.48
6 Subscribers,1830.92
6 Subscribers,1830.19
6 Subscribers,1827.75
6 Subscribers,1827.72
6 Subscribers,1827.63
6 Subscribers,1825.81
6 Subscribers,1825.67
6 Subscribers,1825.47
6 Subscribers,1825.42
6 Subscribers,1824.24
6 Subscribers,1823.43
6 Subscribers,1822.32
6 Subscribers,1821.85
6 Subscribers,1821.53
6 Subscribers,1820.05
6 Subscribers,1819.79
6 Subscribers,1819.01
6 Subscribers,1818.72
6 Subscribers,1818.56
6 Subscribers,1817.52
6 Subscribers,1816.84
6 Subscribers,1816.17
6 Subscribers,1815.73
6 Subscribers,1812.90
6 Subscribers,1809.05
6 Subscribers,1803.22
6 Subscribers,1801.16
6 Subscribers,1800.68
6 Subscribers,1800.54
6 Subscribers,1798.26
6 Subscribers,1797.03
6 Subscribers,1796.83
6 Subscribers,1796.22
6 Subscribers,1796.09
6 Subscribers,1794.35
6 Subscribers,1794.28
6 Subscribers,1793.39
6 Subscribers,1793.23
6 Subscribers,1792.45
6 Subscribers,1792.27
6 Subscribers,1789.19
6 Subscribers,1788.69
6 Subscribers,1787.86
6 Subscribers,1787.55
6 Subscribers,1786.88
6 Subscribers,1786.88
6 Subscribers,1786.61
6 Subscribers,1786.32
6 Subscribers,1786.12
6 Subscribers,1783.11
6 Subscribers,1783.02
6 Subscribers,1782.95
6 Subscribers,1782.83
6 Subscribers,1782.79
6 Subscribers,1781.75
6 Subscribers,1781.56
6 Subscribers,1781.14
6 Subscribers,1780.78
6 Subscribers,1780.70
6 Subscribers,1780.63
6 Subscribers,1779.95
6 Subscribers,1778.87
6 Subscribers,1778.46
6 Subscribers,1778.11
6 Subscribers,1777.96
6 Subscribers,1776.92
6 Subscribers,1774.33
6 Subscribers,1773.24
6 Subscribers,1771.77
6 Subscribers,1771.73
6 Subscribers,1771.27
6 Subscribers,1770.40
6 Subscribers,1769.70
6 Subscribers,1768.84
6 Subscribers,1768.81
6 Subscribers,1768.56
6 Subscribers,1768.52
6 Subscribers,1768.38
6 Subscribers,1767.74
6 Subscribers,1767.09
6 Subscribers,1764.10
6 Subscribers,1763.25
6 Subscribers,1763.25
6 Subscribers,1763.23
6 Subscribers,1763.02
6 Subscribers,1763.01
6 Subscribers,1762.12
6 Subscribers,1761.96
6 Subscribers,1760.91
6 Subscribers,1760.11
